"year","SASAP.Region","species","p_conf","sector","source_report","harvest"
1999,"Bristol Bay","chum",NA,"Commercial","Report",685299
1999,"Bristol Bay","coho",NA,"Commercial","Report",19545
1999,"Bristol Bay","pink",NA,"Commercial","Report",68
1999,"Bristol Bay","sockeye",NA,"Commercial","Report",25657889
1999,"Chignik","chinook",NA,"Commercial","Report",3507
1999,"Chignik","chum",NA,"Commercial","Report",140597
1999,"Chignik","coho",NA,"Commercial","Report",89610
1999,"Chignik","pink",NA,"Commercial","Report",1698651
1999,"Chignik","sockeye",NA,"Commercial","Report",3116527
1999,"Cook Inlet","chinook",NA,"Commercial","Report",16147
1999,"Cook Inlet","chum",NA,"Commercial","Report",182495
1999,"Cook Inlet","coho",NA,"Commercial","Report",132854
1999,"Cook Inlet","pink",NA,"Commercial","Report",1156664
1999,"Cook Inlet","sockeye",NA,"Commercial","Report",3157297
1999,"Copper River","chinook",NA,"Commercial","Report",62379
1999,"Copper River","chum",NA,"Commercial","Report",25417
1999,"Copper River","coho",NA,"Commercial","Report",162913
1999,"Copper River","pink",NA,"Commercial","Report",10409
1999,"Copper River","sockeye",NA,"Commercial","Report",1696256
1999,"Kodiak","chinook",NA,"Commercial","Report",18299
1999,"Kodiak","chum",NA,"Commercial","Report",913817
1999,"Kodiak","coho",NA,"Commercial","Report",296979
1999,"Kodiak","pink",NA,"Commercial","Report",11898307
1999,"Kodiak","sockeye",NA,"Commercial","Report",4650738
1999,"Kotzebue","chinook",1,"Commercial",NA,0
1999,"Kotzebue","chum",NA,"Commercial","Report",138605
1999,"Kuskokwim","chinook",NA,"Commercial","Report",25019
1999,"Kuskokwim","chum",NA,"Commercial","Report",72659
1999,"Kuskokwim","coho",NA,"Commercial","Report",32251
1999,"Kuskokwim","pink",NA,"Commercial","Report",2
1999,"Kuskokwim","sockeye",NA,"Commercial","Report",81201
1999,"Norton Sound","chinook",NA,"Commercial","Report",2508
1999,"Norton Sound","chum",NA,"Commercial","Report",7881
1999,"Norton Sound","coho",NA,"Commercial","Report",12662
1999,"Prince William Sound","chinook",0,"Commercial",NA,1039
1999,"Prince William Sound","chum",0,"Commercial",NA,2157925
1999,"Prince William Sound","coho",0,"Commercial",NA,27288
1999,"Prince William Sound","pink",0,"Commercial",NA,31604306
1999,"Prince William Sound","sockeye",0,"Commercial",NA,299381
1999,"Southeast","chinook",0.12,"Commercial",NA,182354
1999,"Southeast","chum",0.09,"Commercial",NA,11174585
1999,"Southeast","coho",0.07,"Commercial",NA,3209050
1999,"Southeast","pink",0.23,"Commercial",NA,73757309
1999,"Southeast","sockeye",0.11,"Commercial",NA,1104769
1999,"Yukon","chinook",NA,"Commercial","Report",72722
1999,"Yukon","chum",NA,"Commercial","Report",60186
1999,"Yukon","coho",NA,"Commercial","Report",1601
2000,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",9349
2000,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",1160349
2000,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",340900
2000,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",3597239
2000,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",3975369
2000,"Bristol Bay","chinook",NA,"Commercial","Report",23019
2000,"Bristol Bay","chum",NA,"Commercial","Report",397975
2000,"Bristol Bay","coho",NA,"Commercial","Report",130997
2000,"Bristol Bay","pink",NA,"Commercial","Report",58699
2000,"Bristol Bay","sockeye",NA,"Commercial","Report",20457452
2000,"Chignik","chinook",NA,"Commercial","Report",2612
2000,"Chignik","chum",NA,"Commercial","Report",120957
2000,"Chignik","coho",NA,"Commercial","Report",123222
2000,"Chignik","pink",NA,"Commercial","Report",428064
2000,"Chignik","sockeye",NA,"Commercial","Report",1775225
2000,"Cook Inlet","chinook",NA,"Commercial","Report",8538
2000,"Cook Inlet","chum",NA,"Commercial","Report",200323
2000,"Cook Inlet","coho",NA,"Commercial","Report",238167
2000,"Cook Inlet","pink",NA,"Commercial","Report",1533788
2000,"Cook Inlet","sockeye",NA,"Commercial","Report",1544811
2000,"Copper River","chinook",NA,"Commercial","Report",31264
2000,"Copper River","chum",NA,"Commercial","Report",5363
2000,"Copper River","coho",NA,"Commercial","Report",361273
2000,"Copper River","pink",NA,"Commercial","Report",9804
2000,"Copper River","sockeye",NA,"Commercial","Report",881613
2000,"Kodiak","chinook",NA,"Commercial","Report",12293
2000,"Kodiak","chum",NA,"Commercial","Report",1194414
2000,"Kodiak","coho",NA,"Commercial","Report",332998
2000,"Kodiak","pink",NA,"Commercial","Report",9927374
2000,"Kodiak","sockeye",NA,"Commercial","Report",2905403
2000,"Kotzebue","chinook",0,"Commercial",NA,0
2000,"Kotzebue","chum",NA,"Commercial","Report",159802
2000,"Kuskokwim","chinook",NA,"Commercial","Report",26115
2000,"Kuskokwim","chum",NA,"Commercial","Report",49573
2000,"Kuskokwim","coho",NA,"Commercial","Report",307439
2000,"Kuskokwim","pink",NA,"Commercial","Report",17
2000,"Kuskokwim","sockeye",NA,"Commercial","Report",109939
2000,"Norton Sound","chinook",NA,"Commercial","Report",752
2000,"Norton Sound","chum",NA,"Commercial","Report",6150
2000,"Norton Sound","coho",NA,"Commercial","Report",44409
2000,"Norton Sound","pink",NA,"Commercial","Report",166548
2000,"Norton Sound","sockeye",NA,"Commercial","Report",14
2000,"Prince William Sound","chinook",0,"Commercial",NA,1130
2000,"Prince William Sound","chum",0,"Commercial",NA,3428097
2000,"Prince William Sound","coho",0.1,"Commercial",NA,352178
2000,"Prince William Sound","pink",0,"Commercial",NA,27727555
2000,"Prince William Sound","sockeye",0.09,"Commercial",NA,548341
2000,"Southeast","chinook",0.13,"Commercial",NA,188901
2000,"Southeast","chum",0.13,"Commercial",NA,11335145
2000,"Southeast","coho",0.12,"Commercial",NA,1599829
2000,"Southeast","pink",0.16,"Commercial",NA,19070001
2000,"Southeast","sockeye",0.05,"Commercial",NA,1087983
2000,"Yukon","chinook",NA,"Commercial","Report",8518
2000,"Yukon","chum",NA,"Commercial","Report",7943
2001,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",7032
2001,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",1107537
2001,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",236414
2001,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",4033850
2001,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",1761110
2001,"Bristol Bay","chinook",NA,"Commercial","Report",15750
2001,"Bristol Bay","chum",NA,"Commercial","Report",831949
2001,"Bristol Bay","coho",NA,"Commercial","Report",17084
2001,"Bristol Bay","pink",NA,"Commercial","Report",428
2001,"Bristol Bay","sockeye",NA,"Commercial","Report",14178605
2001,"Chignik","chinook",NA,"Commercial","Report",2939
2001,"Chignik","chum",NA,"Commercial","Report",199003
2001,"Chignik","coho",NA,"Commercial","Report",131448
2001,"Chignik","pink",NA,"Commercial","Report",1281767
2001,"Chignik","sockeye",NA,"Commercial","Report",1511587
2001,"Cook Inlet","chinook",NA,"Commercial","Report",10283
2001,"Cook Inlet","chum",NA,"Commercial","Report",173463
2001,"Cook Inlet","coho",NA,"Commercial","Report",116065
2001,"Cook Inlet","pink",NA,"Commercial","Report",665491
2001,"Cook Inlet","sockeye",NA,"Commercial","Report",2035779
2001,"Copper River","chinook",NA,"Commercial","Report",39600
2001,"Copper River","chum",NA,"Commercial","Report",2789
2001,"Copper River","coho",NA,"Commercial","Report",254188
2001,"Copper River","pink",NA,"Commercial","Report",9387
2001,"Copper River","sockeye",NA,"Commercial","Report",1329027
2001,"Kodiak","chinook",NA,"Commercial","Report",23827
2001,"Kodiak","chum",NA,"Commercial","Report",1053691
2001,"Kodiak","coho",NA,"Commercial","Report",407977
2001,"Kodiak","pink",NA,"Commercial","Report",19567052
2001,"Kodiak","sockeye",NA,"Commercial","Report",2657601
2001,"Kotzebue","chinook",1,"Commercial",NA,0
2001,"Kotzebue","chum",NA,"Commercial","Report",211672
2001,"Kuskokwim","chinook",NA,"Commercial","Report",14384
2001,"Kuskokwim","chum",NA,"Commercial","Report",21893
2001,"Kuskokwim","coho",NA,"Commercial","Report",220804
2001,"Kuskokwim","sockeye",NA,"Commercial","Report",59545
2001,"Norton Sound","chinook",NA,"Commercial","Report",213
2001,"Norton Sound","chum",NA,"Commercial","Report",11100
2001,"Norton Sound","coho",NA,"Commercial","Report",19492
2001,"Norton Sound","sockeye",NA,"Commercial","Report",44
2001,"Prince William Sound","chinook",0,"Commercial",NA,834
2001,"Prince William Sound","chum",0.1,"Commercial",NA,2159170
2001,"Prince William Sound","coho",0,"Commercial",NA,212435
2001,"Prince William Sound","pink",0,"Commercial",NA,22321543
2001,"Prince William Sound","sockeye",0,"Commercial",NA,888832
2001,"Southeast","chinook",0.14,"Commercial",NA,195513
2001,"Southeast","chum",0.07,"Commercial",NA,6473972
2001,"Southeast","coho",0.15,"Commercial",NA,2832359
2001,"Southeast","pink",0.16,"Commercial",NA,63787541
2001,"Southeast","sockeye",0.09,"Commercial",NA,1849525
2002,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",10251
2002,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",870070
2002,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",231468
2002,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",2191837
2002,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",2451053
2002,"Bristol Bay","chinook",NA,"Commercial","Report",44749
2002,"Bristol Bay","chum",NA,"Commercial","Report",468271
2002,"Bristol Bay","coho",NA,"Commercial","Report",8410
2002,"Bristol Bay","pink",NA,"Commercial","Report",527
2002,"Bristol Bay","sockeye",NA,"Commercial","Report",10675713
2002,"Chignik","chinook",NA,"Commercial","Report",1521
2002,"Chignik","chum",NA,"Commercial","Report",54559
2002,"Chignik","coho",NA,"Commercial","Report",49372
2002,"Chignik","pink",NA,"Commercial","Report",66050
2002,"Chignik","sockeye",NA,"Commercial","Report",1050553
2002,"Cook Inlet","chinook",NA,"Commercial","Report",14267
2002,"Cook Inlet","chum",NA,"Commercial","Report",281208
2002,"Cook Inlet","coho",NA,"Commercial","Report",250487
2002,"Cook Inlet","pink",NA,"Commercial","Report",2417021
2002,"Cook Inlet","sockeye",NA,"Commercial","Report",3062408
2002,"Copper River","chinook",NA,"Commercial","Report",38748
2002,"Copper River","chum",NA,"Commercial","Report",31627
2002,"Copper River","coho",NA,"Commercial","Report",612745
2002,"Copper River","pink",NA,"Commercial","Report",3677
2002,"Copper River","sockeye",NA,"Commercial","Report",1248738
2002,"Kodiak","chinook",NA,"Commercial","Report",19263
2002,"Kodiak","chum",NA,"Commercial","Report",650144
2002,"Kodiak","coho",NA,"Commercial","Report",496073
2002,"Kodiak","pink",NA,"Commercial","Report",18327818
2002,"Kodiak","sockeye",NA,"Commercial","Report",1824848
2002,"Kotzebue","chum",NA,"Commercial","Report",8390
2002,"Kuskokwim","chinook",NA,"Commercial","Report",12531
2002,"Kuskokwim","chum",NA,"Commercial","Report",34951
2002,"Kuskokwim","coho",NA,"Commercial","Report",113199
2002,"Kuskokwim","sockeye",NA,"Commercial","Report",24190
2002,"Norton Sound","chinook",NA,"Commercial","Report",5
2002,"Norton Sound","chum",NA,"Commercial","Report",600
2002,"Norton Sound","coho",NA,"Commercial","Report",1759
2002,"Norton Sound","sockeye",NA,"Commercial","Report",1
2002,"Prince William Sound","chinook",0,"Commercial",NA,911
2002,"Prince William Sound","chum",0,"Commercial",NA,3759650
2002,"Prince William Sound","coho",0.09,"Commercial",NA,37522
2002,"Prince William Sound","pink",0,"Commercial",NA,8159369
2002,"Prince William Sound","sockeye",0,"Commercial",NA,917401
2002,"Southeast","chinook",0.06,"Commercial",NA,354214
2002,"Southeast","chum",0.09,"Commercial",NA,4628799
2002,"Southeast","coho",0.15,"Commercial",NA,2375925
2002,"Southeast","pink",0.14,"Commercial",NA,42870856
2002,"Southeast","sockeye",0.08,"Commercial",NA,731514
2002,"Yukon","chinook",NA,"Commercial","Report",25074
2002,"Yukon","chum",NA,"Commercial","Report",16643
2003,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",7257
2003,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",676060
2003,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",184144
2003,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",4276898
2003,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",2530994
2003,"Bristol Bay","chinook",NA,"Commercial","Report",47940
2003,"Bristol Bay","chum",NA,"Commercial","Report",933031
2003,"Bristol Bay","coho",NA,"Commercial","Report",43243
2003,"Bristol Bay","pink",NA,"Commercial","Report",244
2003,"Bristol Bay","sockeye",NA,"Commercial","Report",14760913
2003,"Chignik","chinook",NA,"Commercial","Report",3068
2003,"Chignik","chum",NA,"Commercial","Report",64044
2003,"Chignik","coho",NA,"Commercial","Report",103896
2003,"Chignik","pink",NA,"Commercial","Report",502638
2003,"Chignik","sockeye",NA,"Commercial","Report",1100297
2003,"Cook Inlet","chinook",NA,"Commercial","Report",19683
2003,"Cook Inlet","chum",NA,"Commercial","Report",156453
2003,"Cook Inlet","coho",NA,"Commercial","Report",107421
2003,"Cook Inlet","pink",NA,"Commercial","Report",904910
2003,"Cook Inlet","sockeye",NA,"Commercial","Report",4118143
2003,"Copper River","chinook",NA,"Commercial","Report",47872
2003,"Copper River","chum",NA,"Commercial","Report",10110
2003,"Copper River","coho",NA,"Commercial","Report",422970
2003,"Copper River","pink",NA,"Commercial","Report",12967
2003,"Copper River","sockeye",NA,"Commercial","Report",1206318
2003,"Kodiak","chinook",NA,"Commercial","Report",18531
2003,"Kodiak","chum",NA,"Commercial","Report",1151757
2003,"Kodiak","coho",NA,"Commercial","Report",339457
2003,"Kodiak","pink",NA,"Commercial","Report",14065615
2003,"Kodiak","sockeye",NA,"Commercial","Report",4041886
2003,"Kotzebue","chum",NA,"Commercial","Report",25763
2003,"Kuskokwim","chinook",NA,"Commercial","Report",16014
2003,"Kuskokwim","chum",NA,"Commercial","Report",36225
2003,"Kuskokwim","coho",NA,"Commercial","Report",346555
2003,"Kuskokwim","sockeye",NA,"Commercial","Report",63646
2003,"Norton Sound","chinook",NA,"Commercial","Report",12
2003,"Norton Sound","chum",NA,"Commercial","Report",3560
2003,"Norton Sound","coho",NA,"Commercial","Report",17060
2003,"Norton Sound","sockeye",NA,"Commercial","Report",21
2003,"Prince William Sound","chinook",0,"Commercial",NA,251
2003,"Prince William Sound","chum",0,"Commercial",NA,2231732
2003,"Prince William Sound","coho",0,"Commercial",NA,79146
2003,"Prince William Sound","pink",0,"Commercial",NA,23388750
2003,"Prince William Sound","sockeye",0,"Commercial",NA,1151593
2003,"Southeast","chinook",0.02,"Commercial",NA,361059
2003,"Southeast","chum",0.09,"Commercial",NA,6130447
2003,"Southeast","coho",0.06,"Commercial",NA,2109828
2003,"Southeast","pink",0.17,"Commercial",NA,51366094
2003,"Southeast","sockeye",0.05,"Commercial",NA,1437733
2003,"Yukon","chinook",NA,"Commercial","Report",43110
2003,"Yukon","chum",NA,"Commercial","Report",30711
2003,"Yukon","coho",NA,"Commercial","Report",25243
2004,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",17452
2004,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",805067
2004,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",269520
2004,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",6681659
2004,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",4634109
2004,"Bristol Bay","chinook",NA,"Commercial","Report",114280
2004,"Bristol Bay","chum",NA,"Commercial","Report",732481
2004,"Bristol Bay","coho",NA,"Commercial","Report",72379
2004,"Bristol Bay","pink",NA,"Commercial","Report",52380
2004,"Bristol Bay","sockeye",NA,"Commercial","Report",26261802
2004,"Chignik","chinook",NA,"Commercial","Report",2520
2004,"Chignik","chum",NA,"Commercial","Report",505
2004,"Chignik","coho",NA,"Commercial","Report",37
2004,"Chignik","pink",NA,"Commercial","Report",2380
2004,"Chignik","sockeye",NA,"Commercial","Report",704652
2004,"Cook Inlet","chinook",NA,"Commercial","Report",28580
2004,"Cook Inlet","chum",NA,"Commercial","Report",352844
2004,"Cook Inlet","coho",NA,"Commercial","Report",317869
2004,"Cook Inlet","pink",NA,"Commercial","Report",2875494
2004,"Cook Inlet","sockeye",NA,"Commercial","Report",5057167
2004,"Copper River","chinook",NA,"Commercial","Report",38278
2004,"Copper River","chum",NA,"Commercial","Report",3407
2004,"Copper River","coho",NA,"Commercial","Report",563454
2004,"Copper River","pink",NA,"Commercial","Report",5177
2004,"Copper River","sockeye",NA,"Commercial","Report",1061169
2004,"Kodiak","chinook",NA,"Commercial","Report",28899
2004,"Kodiak","chum",NA,"Commercial","Report",1121855
2004,"Kodiak","coho",NA,"Commercial","Report",489871
2004,"Kodiak","pink",NA,"Commercial","Report",21440641
2004,"Kodiak","sockeye",NA,"Commercial","Report",4165880
2004,"Kotzebue","chinook",1,"Commercial",NA,0
2004,"Kotzebue","chum",NA,"Commercial","Report",51077
2004,"Kotzebue","sockeye",0,"Commercial",NA,0
2004,"Kuskokwim","chinook",NA,"Commercial","Report",30332
2004,"Kuskokwim","chum",NA,"Commercial","Report",51935
2004,"Kuskokwim","coho",NA,"Commercial","Report",541894
2004,"Kuskokwim","sockeye",NA,"Commercial","Report",63682
2004,"Norton Sound","chum",NA,"Commercial","Report",6296
2004,"Norton Sound","coho",NA,"Commercial","Report",42016
2004,"Norton Sound","sockeye",NA,"Commercial","Report",47
2004,"Prince William Sound","chinook",0.12,"Commercial",NA,279
2004,"Prince William Sound","chum",0,"Commercial",NA,1469793
2004,"Prince William Sound","coho",0,"Commercial",NA,46349
2004,"Prince William Sound","pink",0.11,"Commercial",NA,11667887
2004,"Prince William Sound","sockeye",0,"Commercial",NA,547890
2004,"Southeast","chinook",0.05,"Commercial",NA,412445
2004,"Southeast","chum",0.11,"Commercial",NA,7670750
2004,"Southeast","coho",0.07,"Commercial",NA,2804867
2004,"Southeast","pink",0.08,"Commercial",NA,43595522
2004,"Southeast","sockeye",0.04,"Commercial",NA,1789677
2004,"Yukon","chinook",NA,"Commercial","Report",59936
2004,"Yukon","chum",NA,"Commercial","Report",37885
2004,"Yukon","coho",NA,"Commercial","Report",20232
2004,"Yukon","sockeye",0,"Commercial",NA,0
2005,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",13685
2005,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",781999
2005,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",212297
2005,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",9420027
2005,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",5452889
2005,"Bristol Bay","chinook",NA,"Commercial","Report",77285
2005,"Bristol Bay","chum",NA,"Commercial","Report",1397083
2005,"Bristol Bay","coho",NA,"Commercial","Report",74551
2005,"Bristol Bay","pink",NA,"Commercial","Report",2695
2005,"Bristol Bay","sockeye",NA,"Commercial","Report",24522179
2005,"Chignik","chinook",NA,"Commercial","Report",3408
2005,"Chignik","chum",NA,"Commercial","Report",8821
2005,"Chignik","coho",NA,"Commercial","Report",6956
2005,"Chignik","pink",NA,"Commercial","Report",194045
2005,"Chignik","sockeye",NA,"Commercial","Report",1152133
2005,"Cook Inlet","chinook",NA,"Commercial","Report",28277
2005,"Cook Inlet","chum",NA,"Commercial","Report",168342
2005,"Cook Inlet","coho",NA,"Commercial","Report",227477
2005,"Cook Inlet","pink",NA,"Commercial","Report",2354833
2005,"Cook Inlet","sockeye",NA,"Commercial","Report",5470075
2005,"Copper River","chinook",NA,"Commercial","Report",34901
2005,"Copper River","chum",NA,"Commercial","Report",3529
2005,"Copper River","coho",NA,"Commercial","Report",306495
2005,"Copper River","pink",NA,"Commercial","Report",44314
2005,"Copper River","sockeye",NA,"Commercial","Report",1409128
2005,"Kodiak","chinook",NA,"Commercial","Report",14411
2005,"Kodiak","chum",NA,"Commercial","Report",477416
2005,"Kodiak","coho",NA,"Commercial","Report",396030
2005,"Kodiak","pink",NA,"Commercial","Report",30139434
2005,"Kodiak","sockeye",NA,"Commercial","Report",3047142
2005,"Kotzebue","chinook",1,"Commercial",NA,0
2005,"Kotzebue","chum",NA,"Commercial","Report",75971
2005,"Kuskokwim","chinook",NA,"Commercial","Report",31014
2005,"Kuskokwim","chum",NA,"Commercial","Report",85236
2005,"Kuskokwim","coho",NA,"Commercial","Report",205762
2005,"Kuskokwim","pink",NA,"Commercial","Report",19
2005,"Kuskokwim","sockeye",NA,"Commercial","Report",120379
2005,"Norton Sound","chinook",NA,"Commercial","Report",151
2005,"Norton Sound","chum",NA,"Commercial","Report",3983
2005,"Norton Sound","coho",NA,"Commercial","Report",85523
2005,"Norton Sound","sockeye",NA,"Commercial","Report",12
2005,"Prince William Sound","chinook",0,"Commercial",NA,325
2005,"Prince William Sound","chum",0,"Commercial",NA,1457263
2005,"Prince William Sound","coho",0.1,"Commercial",NA,197275
2005,"Prince William Sound","pink",0.18,"Commercial",NA,47235420
2005,"Prince William Sound","sockeye",0,"Commercial",NA,369430
2005,"Southeast","chinook",0.06,"Commercial",NA,414049
2005,"Southeast","chum",0.12,"Commercial",NA,4428485
2005,"Southeast","coho",0.09,"Commercial",NA,2690731
2005,"Southeast","pink",0.16,"Commercial",NA,56682268
2005,"Southeast","sockeye",0.1,"Commercial",NA,1444913
2005,"Yukon","chinook",NA,"Commercial","Report",36095
2005,"Yukon","chum",NA,"Commercial","Report",233357
2005,"Yukon","coho",NA,"Commercial","Report",58311
2006,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",13049
2006,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",1311058
2006,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",263552
2006,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",5317718
2006,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",4227516
2006,"Bristol Bay","chinook",NA,"Commercial","Report",106962
2006,"Bristol Bay","chum",NA,"Commercial","Report",2243659
2006,"Bristol Bay","coho",NA,"Commercial","Report",79872
2006,"Bristol Bay","pink",NA,"Commercial","Report",145608
2006,"Bristol Bay","sockeye",NA,"Commercial","Report",28493355
2006,"Chignik","chinook",NA,"Commercial","Report",2256
2006,"Chignik","chum",NA,"Commercial","Report",61630
2006,"Chignik","coho",NA,"Commercial","Report",39221
2006,"Chignik","pink",NA,"Commercial","Report",383574
2006,"Chignik","sockeye",NA,"Commercial","Report",902709
2006,"Cook Inlet","chinook",NA,"Commercial","Report",18659
2006,"Cook Inlet","chum",NA,"Commercial","Report",135987
2006,"Cook Inlet","coho",NA,"Commercial","Report",206298
2006,"Cook Inlet","pink",NA,"Commercial","Report",1875688
2006,"Cook Inlet","sockeye",NA,"Commercial","Report",2416291
2006,"Copper River","chinook",NA,"Commercial","Report",30516
2006,"Copper River","chum",NA,"Commercial","Report",17242
2006,"Copper River","coho",NA,"Commercial","Report",374998
2006,"Copper River","pink",NA,"Commercial","Report",30898
2006,"Copper River","sockeye",NA,"Commercial","Report",1533621
2006,"Kodiak","chinook",NA,"Commercial","Report",20283
2006,"Kodiak","chum",NA,"Commercial","Report",1081989
2006,"Kodiak","coho",NA,"Commercial","Report",553524
2006,"Kodiak","pink",NA,"Commercial","Report",31693347
2006,"Kodiak","sockeye",NA,"Commercial","Report",1583876
2006,"Kotzebue","chum",NA,"Commercial","Report",137961
2006,"Kuskokwim","chinook",NA,"Commercial","Report",24860
2006,"Kuskokwim","chum",NA,"Commercial","Report",94981
2006,"Kuskokwim","coho",NA,"Commercial","Report",224905
2006,"Kuskokwim","pink",NA,"Commercial","Report",1
2006,"Kuskokwim","sockeye",NA,"Commercial","Report",148784
2006,"Norton Sound","chinook",NA,"Commercial","Report",20
2006,"Norton Sound","chum",NA,"Commercial","Report",10042
2006,"Norton Sound","coho",NA,"Commercial","Report",130808
2006,"Norton Sound","sockeye",NA,"Commercial","Report",3
2006,"Prince William Sound","chinook",0,"Commercial",NA,313
2006,"Prince William Sound","chum",0.1,"Commercial",NA,1339584
2006,"Prince William Sound","coho",0.1,"Commercial",NA,371295
2006,"Prince William Sound","pink",0,"Commercial",NA,11963543
2006,"Prince William Sound","sockeye",0,"Commercial",NA,640876
2006,"Southeast","chinook",0.1,"Commercial",NA,348907
2006,"Southeast","chum",0.05,"Commercial",NA,8820638
2006,"Southeast","coho",0.06,"Commercial",NA,1772650
2006,"Southeast","pink",0.1,"Commercial",NA,10698829
2006,"Southeast","sockeye",0.03,"Commercial",NA,1184169
2006,"Yukon","chinook",NA,"Commercial","Report",48161
2006,"Yukon","chum",NA,"Commercial","Report",270754
2006,"Yukon","coho",NA,"Commercial","Report",64942
2007,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Commercial","Report",12921
2007,"Alaska Peninsula and Aleutian Islands","chum",NA,"Commercial","Report",860796
2007,"Alaska Peninsula and Aleutian Islands","coho",NA,"Commercial","Report",219924
2007,"Alaska Peninsula and Aleutian Islands","pink",NA,"Commercial","Report",7437212
2007,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Commercial","Report",5847490
2007,"Bristol Bay","chinook",NA,"Commercial","Report",63121
2007,"Bristol Bay","chum",NA,"Commercial","Report",1939721
2007,"Bristol Bay","coho",NA,"Commercial","Report",51980
2007,"Bristol Bay","pink",NA,"Commercial","Report",937
2007,"Bristol Bay","sockeye",NA,"Commercial","Report",29765726
2007,"Chignik","chinook",NA,"Commercial","Report",1773
2007,"Chignik","chum",NA,"Commercial","Report",78553
2007,"Chignik","coho",NA,"Commercial","Report",73277
2007,"Chignik","pink",NA,"Commercial","Report",2019748
2007,"Chignik","sockeye",NA,"Commercial","Report",834547
2007,"Cook Inlet","chinook",NA,"Commercial","Report",18092
2007,"Cook Inlet","chum",NA,"Commercial","Report",79017
2007,"Cook Inlet","coho",NA,"Commercial","Report",180808
2007,"Cook Inlet","pink",NA,"Commercial","Report",434431
2007,"Cook Inlet","sockeye",NA,"Commercial","Report",3682733
2007,"Copper River","chinook",NA,"Commercial","Report",39183
2007,"Copper River","chum",NA,"Commercial","Report",9658
2007,"Copper River","coho",NA,"Commercial","Report",126487
2007,"Copper River","pink",NA,"Commercial","Report",80721
2007,"Copper River","sockeye",NA,"Commercial","Report",1918243
2007,"Kodiak","chinook",NA,"Commercial","Report",17222
2007,"Kodiak","chum",NA,"Commercial","Report",728912
2007,"Kodiak","coho",NA,"Commercial","Report",356063
2007,"Kodiak","pink",NA,"Commercial","Report",24809213
2007,"Kodiak","sockeye",NA,"Commercial","Report",2012564
2007,"Kotzebue","chum",NA,"Commercial","Report",147087
2007,"Kuskokwim","chinook",NA,"Commercial","Report",22878
2007,"Kuskokwim","chum",NA,"Commercial","Report",79864
2007,"Kuskokwim","coho",NA,"Commercial","Report",189456
2007,"Kuskokwim","sockeye",NA,"Commercial","Report",153812
2007,"Norton Sound","chinook",NA,"Commercial","Report",19
2007,"Norton Sound","chum",NA,"Commercial","Report",22431
2007,"Norton Sound","coho",NA,"Commercial","Report",126136
2007,"Norton Sound","pink",NA,"Commercial","Report",3769
2007,"Norton Sound","sockeye",NA,"Commercial","Report",2
2007,"Prince William Sound","chinook",0,"Commercial",NA,858
2007,"Prince William Sound","chum",0,"Commercial",NA,2468660
2007,"Prince William Sound","coho",0,"Commercial",NA,172496
