"year","SASAP.Region","species","p_conf","sector","source_report","harvest"
2011,"Alaska Peninsula and Aleutian Islands","coho",NA,"Sport Fish",NA,949
2011,"Arctic","chinook",NA,"Sport Fish",NA,0
2011,"Arctic","chum",NA,"Sport Fish",NA,0
2011,"Arctic","coho",NA,"Sport Fish",NA,0
2011,"Arctic","pink",NA,"Sport Fish",NA,0
2011,"Arctic","sockeye",NA,"Sport Fish",NA,0
2011,"Bristol Bay","chinook",NA,"Sport Fish",NA,10479
2011,"Bristol Bay","chum",NA,"Sport Fish",NA,1362
2011,"Bristol Bay","coho",NA,"Sport Fish",NA,13398
2011,"Bristol Bay","pink",NA,"Sport Fish",NA,30
2011,"Bristol Bay","sockeye",NA,"Sport Fish",NA,13855
2011,"Chignik","chum",NA,"Sport Fish",NA,0
2011,"Chignik","pink",NA,"Sport Fish",NA,0
2011,"Chignik","sockeye",NA,"Sport Fish",NA,0
2011,"Cook Inlet","chinook",NA,"Sport Fish",NA,36716
2011,"Cook Inlet","chum",NA,"Sport Fish",NA,4371
2011,"Cook Inlet","coho",NA,"Sport Fish",NA,185318
2011,"Cook Inlet","pink",NA,"Sport Fish",NA,12691
2011,"Cook Inlet","sockeye",NA,"Sport Fish",NA,472133
2011,"Copper River","chinook",NA,"Sport Fish",NA,1600
2011,"Copper River","chum",NA,"Sport Fish",NA,0
2011,"Copper River","coho",NA,"Sport Fish",NA,15220
2011,"Copper River","pink",NA,"Sport Fish",NA,0
2011,"Copper River","sockeye",NA,"Sport Fish",NA,7878
2011,"Kodiak","chinook",NA,"Sport Fish",NA,7752
2011,"Kodiak","chum",NA,"Sport Fish",NA,266
2011,"Kodiak","coho",NA,"Sport Fish",NA,28200
2011,"Kodiak","pink",NA,"Sport Fish",NA,6680
2011,"Kodiak","sockeye",NA,"Sport Fish",NA,10710
2011,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2011,"Kotzebue","coho",NA,"Sport Fish",NA,0
2011,"Kotzebue","pink",NA,"Sport Fish",NA,0
2011,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2011,"Kuskokwim","chinook",NA,"Sport Fish",NA,1171
2011,"Kuskokwim","chum",NA,"Sport Fish",NA,312
2011,"Kuskokwim","coho",NA,"Sport Fish",NA,3656
2011,"Kuskokwim","pink",NA,"Sport Fish",NA,0
2011,"Kuskokwim","sockeye",NA,"Sport Fish",NA,590
2011,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2011,"Norton Sound","chum",NA,"Sport Fish",NA,0
2011,"Norton Sound","coho",NA,"Sport Fish",NA,2637
2011,"Norton Sound","pink",NA,"Sport Fish",NA,0
2011,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2011,"Prince William Sound","chinook",NA,"Sport Fish",NA,1865
2011,"Prince William Sound","chum",NA,"Sport Fish",NA,683
2011,"Prince William Sound","coho",NA,"Sport Fish",NA,86575
2011,"Prince William Sound","pink",NA,"Sport Fish",NA,14638
2011,"Prince William Sound","sockeye",NA,"Sport Fish",NA,6592
2011,"Southeast","chinook",NA,"Sport Fish",NA,66575
2011,"Southeast","chum",NA,"Sport Fish",NA,20748
2011,"Southeast","coho",NA,"Sport Fish",NA,235857
2011,"Southeast","pink",NA,"Sport Fish",NA,59002
2011,"Southeast","sockeye",NA,"Sport Fish",NA,20735
2011,"Yukon","chinook",NA,"Sport Fish",NA,288
2011,"Yukon","chum",NA,"Sport Fish",NA,0
2011,"Yukon","coho",NA,"Sport Fish",NA,105
2011,"Yukon","pink",NA,"Sport Fish",NA,0
2011,"Yukon","sockeye",NA,"Sport Fish",NA,0
2012,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Sport Fish",NA,0
2012,"Alaska Peninsula and Aleutian Islands","coho",NA,"Sport Fish",NA,910
2012,"Alaska Peninsula and Aleutian Islands","pink",NA,"Sport Fish",NA,0
2012,"Arctic","chinook",NA,"Sport Fish",NA,0
2012,"Arctic","chum",NA,"Sport Fish",NA,0
2012,"Arctic","coho",NA,"Sport Fish",NA,0
2012,"Arctic","pink",NA,"Sport Fish",NA,0
2012,"Arctic","sockeye",NA,"Sport Fish",NA,0
2012,"Bristol Bay","chinook",NA,"Sport Fish",NA,10009
2012,"Bristol Bay","chum",NA,"Sport Fish",NA,1277
2012,"Bristol Bay","coho",NA,"Sport Fish",NA,16686
2012,"Bristol Bay","pink",NA,"Sport Fish",NA,926
2012,"Bristol Bay","sockeye",NA,"Sport Fish",NA,14539
2012,"Chignik","chinook",NA,"Sport Fish",NA,0
2012,"Chignik","chum",NA,"Sport Fish",NA,0
2012,"Chignik","pink",NA,"Sport Fish",NA,0
2012,"Cook Inlet","chinook",NA,"Sport Fish",NA,13308
2012,"Cook Inlet","chum",NA,"Sport Fish",NA,4500
2012,"Cook Inlet","coho",NA,"Sport Fish",NA,128960
2012,"Cook Inlet","pink",NA,"Sport Fish",NA,31418
2012,"Cook Inlet","sockeye",NA,"Sport Fish",NA,518583
2012,"Copper River","chinook",NA,"Sport Fish",NA,510
2012,"Copper River","chum",NA,"Sport Fish",NA,0
2012,"Copper River","coho",NA,"Sport Fish",NA,14780
2012,"Copper River","pink",NA,"Sport Fish",NA,0
2012,"Copper River","sockeye",NA,"Sport Fish",NA,23312
2012,"Kodiak","chinook",NA,"Sport Fish",NA,7366
2012,"Kodiak","chum",NA,"Sport Fish",NA,693
2012,"Kodiak","coho",NA,"Sport Fish",NA,22797
2012,"Kodiak","pink",NA,"Sport Fish",NA,10108
2012,"Kodiak","sockeye",NA,"Sport Fish",NA,13234
2012,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2012,"Kotzebue","chum",NA,"Sport Fish",NA,0
2012,"Kotzebue","coho",NA,"Sport Fish",NA,0
2012,"Kotzebue","pink",NA,"Sport Fish",NA,0
2012,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2012,"Kuskokwim","chinook",NA,"Sport Fish",NA,164
2012,"Kuskokwim","chum",NA,"Sport Fish",NA,326
2012,"Kuskokwim","coho",NA,"Sport Fish",NA,4083
2012,"Kuskokwim","pink",NA,"Sport Fish",NA,99
2012,"Kuskokwim","sockeye",NA,"Sport Fish",NA,498
2012,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2012,"Norton Sound","chum",NA,"Sport Fish",NA,0
2012,"Norton Sound","coho",NA,"Sport Fish",NA,5099
2012,"Norton Sound","pink",NA,"Sport Fish",NA,2916
2012,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2012,"Prince William Sound","chinook",NA,"Sport Fish",NA,1980
2012,"Prince William Sound","chum",NA,"Sport Fish",NA,0
2012,"Prince William Sound","coho",NA,"Sport Fish",NA,24817
2012,"Prince William Sound","pink",NA,"Sport Fish",NA,14980
2012,"Prince William Sound","sockeye",NA,"Sport Fish",NA,3285
2012,"Southeast","chinook",NA,"Sport Fish",NA,46495
2012,"Southeast","chum",NA,"Sport Fish",NA,9036
2012,"Southeast","coho",NA,"Sport Fish",NA,207526
2012,"Southeast","pink",NA,"Sport Fish",NA,56501
2012,"Southeast","sockeye",NA,"Sport Fish",NA,15025
2012,"Yukon","chinook",NA,"Sport Fish",NA,0
2012,"Yukon","chum",NA,"Sport Fish",NA,0
2012,"Yukon","coho",NA,"Sport Fish",NA,0
2012,"Yukon","pink",NA,"Sport Fish",NA,0
2012,"Yukon","sockeye",NA,"Sport Fish",NA,0
2013,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Sport Fish",NA,0
2013,"Arctic","chinook",NA,"Sport Fish",NA,0
2013,"Arctic","chum",NA,"Sport Fish",NA,0
2013,"Arctic","coho",NA,"Sport Fish",NA,0
2013,"Arctic","pink",NA,"Sport Fish",NA,0
2013,"Arctic","sockeye",NA,"Sport Fish",NA,0
2013,"Bristol Bay","chinook",NA,"Sport Fish",NA,9929
2013,"Bristol Bay","chum",NA,"Sport Fish",NA,2779
2013,"Bristol Bay","coho",NA,"Sport Fish",NA,12382
2013,"Bristol Bay","pink",NA,"Sport Fish",NA,16
2013,"Bristol Bay","sockeye",NA,"Sport Fish",NA,13212
2013,"Chignik","chum",NA,"Sport Fish",NA,0
2013,"Chignik","coho",NA,"Sport Fish",NA,0
2013,"Chignik","pink",NA,"Sport Fish",NA,0
2013,"Chignik","sockeye",NA,"Sport Fish",NA,0
2013,"Cook Inlet","chinook",NA,"Sport Fish",NA,20602
2013,"Cook Inlet","chum",NA,"Sport Fish",NA,5920
2013,"Cook Inlet","coho",NA,"Sport Fish",NA,193571
2013,"Cook Inlet","pink",NA,"Sport Fish",NA,20336
2013,"Cook Inlet","sockeye",NA,"Sport Fish",NA,531314
2013,"Copper River","chum",NA,"Sport Fish",NA,0
2013,"Copper River","coho",NA,"Sport Fish",NA,16706
2013,"Copper River","pink",NA,"Sport Fish",NA,0
2013,"Copper River","sockeye",NA,"Sport Fish",NA,25911
2013,"Kodiak","chinook",NA,"Sport Fish",NA,9110
2013,"Kodiak","chum",NA,"Sport Fish",NA,625
2013,"Kodiak","coho",NA,"Sport Fish",NA,29776
2013,"Kodiak","pink",NA,"Sport Fish",NA,9953
2013,"Kodiak","sockeye",NA,"Sport Fish",NA,25333
2013,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2013,"Kotzebue","chum",NA,"Sport Fish",NA,0
2013,"Kotzebue","coho",NA,"Sport Fish",NA,0
2013,"Kotzebue","pink",NA,"Sport Fish",NA,0
2013,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2013,"Kuskokwim","chinook",NA,"Sport Fish",NA,102
2013,"Kuskokwim","chum",NA,"Sport Fish",NA,351
2013,"Kuskokwim","coho",NA,"Sport Fish",NA,5427
2013,"Kuskokwim","pink",NA,"Sport Fish",NA,0
2013,"Kuskokwim","sockeye",NA,"Sport Fish",NA,386
2013,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2013,"Norton Sound","chum",NA,"Sport Fish",NA,2038
2013,"Norton Sound","coho",NA,"Sport Fish",NA,6151
2013,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2013,"Prince William Sound","chinook",NA,"Sport Fish",NA,2878
2013,"Prince William Sound","chum",NA,"Sport Fish",NA,885
2013,"Prince William Sound","coho",NA,"Sport Fish",NA,88741
2013,"Prince William Sound","pink",NA,"Sport Fish",NA,10877
2013,"Prince William Sound","sockeye",NA,"Sport Fish",NA,7980
2013,"Southeast","chinook",NA,"Sport Fish",NA,56392
2013,"Southeast","chum",NA,"Sport Fish",NA,22365
2013,"Southeast","coho",NA,"Sport Fish",NA,339585
2013,"Southeast","pink",NA,"Sport Fish",NA,99078
2013,"Southeast","sockeye",NA,"Sport Fish",NA,21146
2013,"Yukon","chinook",NA,"Sport Fish",NA,0
2013,"Yukon","chum",NA,"Sport Fish",NA,0
2013,"Yukon","coho",NA,"Sport Fish",NA,0
2013,"Yukon","pink",NA,"Sport Fish",NA,0
2013,"Yukon","sockeye",NA,"Sport Fish",NA,0
2014,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Sport Fish",NA,0
2014,"Alaska Peninsula and Aleutian Islands","chum",NA,"Sport Fish",NA,0
2014,"Alaska Peninsula and Aleutian Islands","coho",NA,"Sport Fish",NA,669
2014,"Arctic","chinook",NA,"Sport Fish",NA,0
2014,"Arctic","chum",NA,"Sport Fish",NA,0
2014,"Arctic","coho",NA,"Sport Fish",NA,0
2014,"Arctic","pink",NA,"Sport Fish",NA,0
2014,"Arctic","sockeye",NA,"Sport Fish",NA,0
2014,"Bristol Bay","chinook",NA,"Sport Fish",NA,10823
2014,"Bristol Bay","chum",NA,"Sport Fish",NA,1348
2014,"Bristol Bay","coho",NA,"Sport Fish",NA,21192
2014,"Bristol Bay","pink",NA,"Sport Fish",NA,984
2014,"Bristol Bay","sockeye",NA,"Sport Fish",NA,13702
2014,"Chignik","chinook",NA,"Sport Fish",NA,0
2014,"Chignik","chum",NA,"Sport Fish",NA,0
2014,"Chignik","coho",NA,"Sport Fish",NA,0
2014,"Chignik","pink",NA,"Sport Fish",NA,0
2014,"Chignik","sockeye",NA,"Sport Fish",NA,0
2014,"Cook Inlet","chinook",NA,"Sport Fish",NA,20315
2014,"Cook Inlet","chum",NA,"Sport Fish",NA,5563
2014,"Cook Inlet","coho",NA,"Sport Fish",NA,224340
2014,"Cook Inlet","pink",NA,"Sport Fish",NA,40220
2014,"Cook Inlet","sockeye",NA,"Sport Fish",NA,463929
2014,"Copper River","chinook",NA,"Sport Fish",NA,268
2014,"Copper River","chum",NA,"Sport Fish",NA,0
2014,"Copper River","coho",NA,"Sport Fish",NA,16496
2014,"Copper River","pink",NA,"Sport Fish",NA,0
2014,"Copper River","sockeye",NA,"Sport Fish",NA,17822
2014,"Kodiak","chinook",NA,"Sport Fish",NA,8794
2014,"Kodiak","chum",NA,"Sport Fish",NA,295
2014,"Kodiak","coho",NA,"Sport Fish",NA,34717
2014,"Kodiak","pink",NA,"Sport Fish",NA,6988
2014,"Kodiak","sockeye",NA,"Sport Fish",NA,24722
2014,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2014,"Kotzebue","coho",NA,"Sport Fish",NA,0
2014,"Kotzebue","pink",NA,"Sport Fish",NA,0
2014,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2014,"Kuskokwim","chinook",NA,"Sport Fish",NA,0
2014,"Kuskokwim","chum",NA,"Sport Fish",NA,191
2014,"Kuskokwim","coho",NA,"Sport Fish",NA,3413
2014,"Kuskokwim","pink",NA,"Sport Fish",NA,91
2014,"Kuskokwim","sockeye",NA,"Sport Fish",NA,696
2014,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2014,"Norton Sound","chum",NA,"Sport Fish",NA,0
2014,"Norton Sound","coho",NA,"Sport Fish",NA,2101
2014,"Norton Sound","pink",NA,"Sport Fish",NA,3739
2014,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2014,"Prince William Sound","chinook",NA,"Sport Fish",NA,2640
2014,"Prince William Sound","chum",NA,"Sport Fish",NA,450
2014,"Prince William Sound","coho",NA,"Sport Fish",NA,26527
2014,"Prince William Sound","pink",NA,"Sport Fish",NA,11070
2014,"Prince William Sound","sockeye",NA,"Sport Fish",NA,10380
2014,"Southeast","chinook",NA,"Sport Fish",NA,86942
2014,"Southeast","chum",NA,"Sport Fish",NA,9430
2014,"Southeast","coho",NA,"Sport Fish",NA,292572
2014,"Southeast","pink",NA,"Sport Fish",NA,50743
2014,"Southeast","sockeye",NA,"Sport Fish",NA,18775
2014,"Yukon","chinook",NA,"Sport Fish",NA,0
2014,"Yukon","coho",NA,"Sport Fish",NA,0
2014,"Yukon","pink",NA,"Sport Fish",NA,0
2014,"Yukon","sockeye",NA,"Sport Fish",NA,0
2015,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Sport Fish",NA,0
2015,"Alaska Peninsula and Aleutian Islands","chum",NA,"Sport Fish",NA,0
2015,"Alaska Peninsula and Aleutian Islands","coho",NA,"Sport Fish",NA,2971
2015,"Alaska Peninsula and Aleutian Islands","pink",NA,"Sport Fish",NA,341
2015,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Sport Fish",NA,0
2015,"Arctic","chinook",NA,"Sport Fish",NA,0
2015,"Arctic","chum",NA,"Sport Fish",NA,0
2015,"Arctic","coho",NA,"Sport Fish",NA,0
2015,"Arctic","pink",NA,"Sport Fish",NA,0
2015,"Arctic","sockeye",NA,"Sport Fish",NA,0
2015,"Bristol Bay","chinook",NA,"Sport Fish",NA,9596
2015,"Bristol Bay","chum",NA,"Sport Fish",NA,939
2015,"Bristol Bay","coho",NA,"Sport Fish",NA,17486
2015,"Bristol Bay","pink",NA,"Sport Fish",NA,60
2015,"Bristol Bay","sockeye",NA,"Sport Fish",NA,17396
2015,"Chignik","chum",NA,"Sport Fish",NA,0
2015,"Chignik","coho",NA,"Sport Fish",NA,0
2015,"Chignik","pink",NA,"Sport Fish",NA,0
2015,"Cook Inlet","chinook",NA,"Sport Fish",NA,36068
2015,"Cook Inlet","chum",NA,"Sport Fish",NA,5235
2015,"Cook Inlet","coho",NA,"Sport Fish",NA,244862
2015,"Cook Inlet","pink",NA,"Sport Fish",NA,29825
2015,"Cook Inlet","sockeye",NA,"Sport Fish",NA,455527
2015,"Copper River","chinook",NA,"Sport Fish",NA,865
2015,"Copper River","chum",NA,"Sport Fish",NA,0
2015,"Copper River","coho",NA,"Sport Fish",NA,25640
2015,"Copper River","pink",NA,"Sport Fish",NA,0
2015,"Copper River","sockeye",NA,"Sport Fish",NA,9292
2015,"Kodiak","chinook",NA,"Sport Fish",NA,9275
2015,"Kodiak","chum",NA,"Sport Fish",NA,591
2015,"Kodiak","coho",NA,"Sport Fish",NA,40307
2015,"Kodiak","pink",NA,"Sport Fish",NA,12722
2015,"Kodiak","sockeye",NA,"Sport Fish",NA,18637
2015,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2015,"Kotzebue","coho",NA,"Sport Fish",NA,0
2015,"Kotzebue","pink",NA,"Sport Fish",NA,0
2015,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2015,"Kuskokwim","chinook",NA,"Sport Fish",NA,0
2015,"Kuskokwim","chum",NA,"Sport Fish",NA,83
2015,"Kuskokwim","coho",NA,"Sport Fish",NA,4877
2015,"Kuskokwim","pink",NA,"Sport Fish",NA,0
2015,"Kuskokwim","sockeye",NA,"Sport Fish",NA,111
2015,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2015,"Norton Sound","chum",NA,"Sport Fish",NA,233
2015,"Norton Sound","coho",NA,"Sport Fish",NA,2927
2015,"Norton Sound","pink",NA,"Sport Fish",NA,798
2015,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2015,"Prince William Sound","chinook",NA,"Sport Fish",NA,2139
2015,"Prince William Sound","chum",NA,"Sport Fish",NA,532
2015,"Prince William Sound","coho",NA,"Sport Fish",NA,89159
2015,"Prince William Sound","pink",NA,"Sport Fish",NA,14979
2015,"Prince William Sound","sockeye",NA,"Sport Fish",NA,4074
2015,"Southeast","chinook",NA,"Sport Fish",NA,79759
2015,"Southeast","chum",NA,"Sport Fish",NA,10837
2015,"Southeast","coho",NA,"Sport Fish",NA,302553
2015,"Southeast","pink",NA,"Sport Fish",NA,79679
2015,"Southeast","sockeye",NA,"Sport Fish",NA,19864
2015,"Yukon","chinook",NA,"Sport Fish",NA,0
2015,"Yukon","chum",NA,"Sport Fish",NA,0
2015,"Yukon","coho",NA,"Sport Fish",NA,345
2015,"Yukon","pink",NA,"Sport Fish",NA,0
2015,"Yukon","sockeye",NA,"Sport Fish",NA,0
2016,"Alaska Peninsula and Aleutian Islands","chinook",NA,"Sport Fish",NA,0
2016,"Alaska Peninsula and Aleutian Islands","chum",NA,"Sport Fish",NA,0
2016,"Alaska Peninsula and Aleutian Islands","sockeye",NA,"Sport Fish",NA,0
2016,"Arctic","chinook",NA,"Sport Fish",NA,0
2016,"Arctic","chum",NA,"Sport Fish",NA,0
2016,"Arctic","coho",NA,"Sport Fish",NA,0
2016,"Arctic","pink",NA,"Sport Fish",NA,0
2016,"Arctic","sockeye",NA,"Sport Fish",NA,0
2016,"Bristol Bay","chinook",NA,"Sport Fish",NA,11873
2016,"Bristol Bay","chum",NA,"Sport Fish",NA,1412
2016,"Bristol Bay","coho",NA,"Sport Fish",NA,12431
2016,"Bristol Bay","pink",NA,"Sport Fish",NA,831
2016,"Bristol Bay","sockeye",NA,"Sport Fish",NA,15189
2016,"Chignik","chinook",NA,"Sport Fish",NA,0
2016,"Chignik","chum",NA,"Sport Fish",NA,0
2016,"Chignik","pink",NA,"Sport Fish",NA,0
2016,"Chignik","sockeye",NA,"Sport Fish",NA,0
2016,"Cook Inlet","chinook",NA,"Sport Fish",NA,45290
2016,"Cook Inlet","chum",NA,"Sport Fish",NA,3016
2016,"Cook Inlet","coho",NA,"Sport Fish",NA,107948
2016,"Cook Inlet","pink",NA,"Sport Fish",NA,40852
2016,"Cook Inlet","sockeye",NA,"Sport Fish",NA,403434
2016,"Copper River","chinook",NA,"Sport Fish",NA,0
2016,"Copper River","chum",NA,"Sport Fish",NA,0
2016,"Copper River","coho",NA,"Sport Fish",NA,13718
2016,"Copper River","pink",NA,"Sport Fish",NA,0
2016,"Copper River","sockeye",NA,"Sport Fish",NA,7427
2016,"Kodiak","chinook",NA,"Sport Fish",NA,10530
2016,"Kodiak","chum",NA,"Sport Fish",NA,731
2016,"Kodiak","coho",NA,"Sport Fish",NA,18949
2016,"Kodiak","pink",NA,"Sport Fish",NA,6648
2016,"Kodiak","sockeye",NA,"Sport Fish",NA,17748
2016,"Kotzebue","chinook",NA,"Sport Fish",NA,0
2016,"Kotzebue","chum",NA,"Sport Fish",NA,0
2016,"Kotzebue","coho",NA,"Sport Fish",NA,0
2016,"Kotzebue","pink",NA,"Sport Fish",NA,0
2016,"Kotzebue","sockeye",NA,"Sport Fish",NA,0
2016,"Kuskokwim","chinook",NA,"Sport Fish",NA,103
2016,"Kuskokwim","chum",NA,"Sport Fish",NA,510
2016,"Kuskokwim","coho",NA,"Sport Fish",NA,5798
2016,"Kuskokwim","pink",NA,"Sport Fish",NA,358
2016,"Kuskokwim","sockeye",NA,"Sport Fish",NA,955
2016,"Norton Sound","chinook",NA,"Sport Fish",NA,0
2016,"Norton Sound","chum",NA,"Sport Fish",NA,0
2016,"Norton Sound","coho",NA,"Sport Fish",NA,4418
2016,"Norton Sound","pink",NA,"Sport Fish",NA,8368
2016,"Norton Sound","sockeye",NA,"Sport Fish",NA,0
2016,"Prince William Sound","chinook",NA,"Sport Fish",NA,3168
2016,"Prince William Sound","chum",NA,"Sport Fish",NA,0
2016,"Prince William Sound","coho",NA,"Sport Fish",NA,20611
2016,"Prince William Sound","pink",NA,"Sport Fish",NA,15553
2016,"Prince William Sound","sockeye",NA,"Sport Fish",NA,3627
2016,"Southeast","chinook",NA,"Sport Fish",NA,68347
2016,"Southeast","chum",NA,"Sport Fish",NA,9071
2016,"Southeast","coho",NA,"Sport Fish",NA,232657
2016,"Southeast","pink",NA,"Sport Fish",NA,82823
2016,"Southeast","sockeye",NA,"Sport Fish",NA,15798
2016,"Yukon","chinook",NA,"Sport Fish",NA,0
2016,"Yukon","coho",NA,"Sport Fish",NA,565
2016,"Yukon","pink",NA,"Sport Fish",NA,0
2016,"Yukon","sockeye",NA,"Sport Fish",NA,0
1969,"Cook Inlet","chinook",NA,"Personal Use",NA,0
1969,"Cook Inlet","chum",NA,"Personal Use",NA,0
1969,"Cook Inlet","coho",NA,"Personal Use",NA,752
1969,"Cook Inlet","pink",NA,"Personal Use",NA,38
1969,"Cook Inlet","sockeye",NA,"Personal Use",NA,9
1970,"Cook Inlet","chinook",NA,"Personal Use",NA,0
1970,"Cook Inlet","chum",NA,"Personal Use",NA,13
1970,"Cook Inlet","coho",NA,"Personal Use",NA,1179
1970,"Cook Inlet","pink",NA,"Personal Use",NA,143
1970,"Cook Inlet","sockeye",NA,"Personal Use",NA,12
1971,"Cook Inlet","chinook",NA,"Personal Use",NA,2
1971,"Cook Inlet","chum",NA,"Personal Use",NA,7
1971,"Cook Inlet","coho",NA,"Personal Use",NA,1549
1971,"Cook Inlet","pink",NA,"Personal Use",NA,44
1971,"Cook Inlet","sockeye",NA,"Personal Use",NA,16
1972,"Cook Inlet","chinook",NA,"Personal Use",NA,1
1972,"Cook Inlet","chum",NA,"Personal Use",NA,69
1972,"Cook Inlet","coho",NA,"Personal Use",NA,975
1972,"Cook Inlet","pink",NA,"Personal Use",NA,48
1972,"Cook Inlet","sockeye",NA,"Personal Use",NA,11
1973,"Cook Inlet","chinook",NA,"Personal Use",NA,0
1973,"Cook Inlet","chum",NA,"Personal Use",NA,40
1973,"Cook Inlet","coho",NA,"Personal Use",NA,1304
1973,"Cook Inlet","pink",NA,"Personal Use",NA,84
1973,"Cook Inlet","sockeye",NA,"Personal Use",NA,18
1974,"Cook Inlet","chinook",NA,"Personal Use",NA,0
1974,"Cook Inlet","chum",NA,"Personal Use",NA,77
1974,"Cook Inlet","coho",NA,"Personal Use",NA,376
1974,"Cook Inlet","pink",NA,"Personal Use",NA,43
1974,"Cook Inlet","sockeye",NA,"Personal Use",NA,16
1975,"Cook Inlet","chinook",NA,"Personal Use",NA,4
1975,"Cook Inlet","chum",NA,"Personal Use",NA,61
1975,"Cook Inlet","coho",NA,"Personal Use",NA,1960
1975,"Cook Inlet","pink",NA,"Personal Use",NA,632
1975,"Cook Inlet","sockeye",NA,"Personal Use",NA,47
1975,"Norton Sound","chinook",NA,"Subsistence",NA,6
1975,"Norton Sound","chum",NA,"Subsistence",NA,7396
1975,"Norton Sound","coho",NA,"Subsistence",NA,204
1975,"Norton Sound","pink",NA,"Subsistence",NA,14596
1975,"Norton Sound","sockeye",NA,"Subsistence",NA,450
1976,"Cook Inlet","chinook",NA,"Personal Use",NA,16
1976,"Cook Inlet","chum",NA,"Personal Use",NA,56
1976,"Cook Inlet","coho",NA,"Personal Use",NA,1962
1976,"Cook Inlet","pink",NA,"Personal Use",NA,1513
1976,"Cook Inlet","sockeye",NA,"Personal Use",NA,46
1976,"Norton Sound","chinook",NA,"Subsistence",NA,12
1976,"Norton Sound","chum",NA,"Subsistence",NA,3712
1976,"Norton Sound","coho",NA,"Subsistence",NA,550
1976,"Norton Sound","pink",NA,"Subsistence",NA,10944
1976,"Norton Sound","sockeye",NA,"Subsistence",NA,0
1977,"Chignik","chinook",NA,"Subsistence",NA,50
1977,"Chignik","chum",NA,"Subsistence",NA,600
1977,"Chignik","coho",NA,"Subsistence",NA,2400
1977,"Chignik","pink",NA,"Subsistence",NA,1800
1977,"Chignik","sockeye",NA,"Subsistence",NA,9700
1977,"Cook Inlet","chinook",NA,"Personal Use",NA,12
1977,"Cook Inlet","chum",NA,"Personal Use",NA,119
1977,"Cook Inlet","coho",NA,"Personal Use",NA,2216
1977,"Cook Inlet","pink",NA,"Personal Use",NA,639
1977,"Cook Inlet","sockeye",NA,"Personal Use",NA,46
1977,"Norton Sound","chinook",NA,"Subsistence",NA,70
1977,"Norton Sound","chum",NA,"Subsistence",NA,24444
1977,"Norton Sound","coho",NA,"Subsistence",NA,1246
1977,"Norton Sound","pink",NA,"Subsistence",NA,5678
1977,"Norton Sound","sockeye",NA,"Subsistence",NA,128
1978,"Chignik","chinook",NA,"Subsistence",NA,50
1978,"Chignik","chum",NA,"Subsistence",NA,600
1978,"Chignik","coho",NA,"Subsistence",NA,500
1978,"Chignik","pink",NA,"Subsistence",NA,2100
1978,"Chignik","sockeye",NA,"Subsistence",NA,6000
1978,"Cook Inlet","chinook",NA,"Personal Use",NA,4
1978,"Cook Inlet","chum",NA,"Personal Use",NA,34
1978,"Cook Inlet","coho",NA,"Personal Use",NA,2482
1978,"Cook Inlet","pink",NA,"Personal Use",NA,595
1978,"Cook Inlet","sockeye",NA,"Personal Use",NA,35
1978,"Norton Sound","chinook",NA,"Subsistence",NA,62
1978,"Norton Sound","chum",NA,"Subsistence",NA,8070
1978,"Norton Sound","coho",NA,"Subsistence",NA,484
1978,"Norton Sound","pink",NA,"Subsistence",NA,21394
1978,"Norton Sound","sockeye",NA,"Subsistence",NA,0
1979,"Chignik","chinook",NA,"Subsistence",NA,14
1979,"Chignik","chum",NA,"Subsistence",NA,0
1979,"Chignik","coho",NA,"Subsistence",NA,34
1979,"Chignik","pink",NA,"Subsistence",NA,262
1979,"Chignik","sockeye",NA,"Subsistence",NA,7750
1979,"Cook Inlet","chinook",NA,"Personal Use",NA,6
1979,"Cook Inlet","chum",NA,"Personal Use",NA,41
1979,"Cook Inlet","coho",NA,"Personal Use",NA,2118
1979,"Cook Inlet","pink",NA,"Personal Use",NA,2251
1979,"Cook Inlet","sockeye",NA,"Personal Use",NA,37
1979,"Norton Sound","chinook",NA,"Subsistence",NA,1038
